# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	U_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   
110           	smoothSolver	2.935440e-04	1.303790e-05	4	1.896390e-03	9.242060e-05	4	false	GAMG	1.006970e-02	4.840900e-04	2	true
111           	smoothSolver	2.409210e-04	1.062620e-05	4	1.838940e-03	9.138180e-05	4	false	GAMG	1.064480e-02	5.393450e-04	2	true
112           	smoothSolver	3.153070e-04	1.330750e-05	4	2.010370e-03	1.063830e-04	4	false	GAMG	1.001140e-02	4.864460e-04	2	true
113           	smoothSolver	2.493370e-04	1.105890e-05	4	1.930650e-03	1.015490e-04	4	false	GAMG	1.057370e-02	5.412540e-04	2	true
114           	smoothSolver	3.145230e-04	1.276660e-05	4	2.045030e-03	1.081630e-04	4	false	GAMG	9.994770e-03	4.832820e-04	2	true
115           	smoothSolver	2.421850e-04	1.053720e-05	4	1.922820e-03	9.894100e-05	4	false	GAMG	1.051860e-02	5.095760e-04	2	true
116           	smoothSolver	2.979940e-04	1.163110e-05	4	1.974620e-03	9.840560e-05	4	false	GAMG	9.979320e-03	4.646040e-04	2	true
117           	smoothSolver	2.250180e-04	9.417510e-06	4	1.860690e-03	9.084620e-05	4	false	GAMG	1.047300e-02	4.755890e-04	2	true
118           	smoothSolver	2.727630e-04	2.665990e-05	2	1.915140e-03	9.153490e-05	4	false	GAMG	9.956220e-03	4.905370e-04	2	true
119           	smoothSolver	1.972880e-04	7.839310e-06	4	1.941760e-03	1.042580e-04	4	false	GAMG	1.049160e-02	4.486700e-04	2	true
120           	smoothSolver	2.390000e-04	2.290470e-05	2	1.794650e-03	8.156880e-05	4	false	GAMG	9.990540e-03	4.683710e-04	2	true
121           	smoothSolver	1.698240e-04	6.269080e-06	4	1.933540e-03	1.036580e-04	4	false	GAMG	1.051450e-02	4.386330e-04	2	true
122           	smoothSolver	1.794930e-04	1.584150e-05	2	1.790140e-03	8.150810e-05	4	false	GAMG	9.958650e-03	4.056470e-04	2	true
123           	smoothSolver	1.389610e-04	1.151680e-05	2	1.826730e-03	8.741350e-05	4	false	GAMG	1.046400e-02	4.233780e-04	2	true
124           	smoothSolver	1.776330e-04	1.183380e-05	2	1.888000e-03	9.657800e-05	4	false	GAMG	1.032490e-02	4.314770e-04	2	true
125           	smoothSolver	1.580360e-04	1.254360e-05	2	1.807570e-03	8.189030e-05	4	false	GAMG	1.049710e-02	4.447820e-04	2	true
126           	smoothSolver	2.103350e-04	1.575470e-05	2	1.930340e-03	1.008510e-04	4	false	GAMG	1.033000e-02	4.879690e-04	2	true
127           	smoothSolver	1.892860e-04	1.652460e-05	2	1.890380e-03	9.119550e-05	4	false	GAMG	1.049570e-02	4.689180e-04	2	true
128           	smoothSolver	2.530550e-04	2.324040e-05	2	1.985930e-03	1.086220e-04	4	false	GAMG	1.047240e-02	5.710210e-04	2	true
129           	smoothSolver	2.140350e-04	2.028630e-05	2	2.007140e-03	1.067450e-04	4	false	GAMG	1.063620e-02	4.976880e-04	2	true
130           	smoothSolver	2.530660e-04	1.127190e-05	4	1.953060e-03	1.030200e-04	4	false	GAMG	1.009620e-02	4.760820e-04	2	true
131           	smoothSolver	2.240620e-04	9.287050e-06	4	1.818160e-03	8.632090e-05	4	false	GAMG	1.053440e-02	4.906920e-04	2	true
132           	smoothSolver	2.521590e-04	1.068610e-05	4	1.888760e-03	9.999060e-05	4	false	GAMG	1.000150e-02	4.607830e-04	2	true
133           	smoothSolver	2.196850e-04	9.110880e-06	4	1.908680e-03	1.003070e-04	4	false	GAMG	1.048090e-02	4.934710e-04	2	true
134           	smoothSolver	2.123380e-04	1.948990e-05	2	1.873920e-03	9.410880e-05	4	false	GAMG	9.808680e-03	4.452820e-04	2	true
135           	smoothSolver	1.775560e-04	7.414830e-06	4	1.985790e-03	1.082690e-04	4	false	GAMG	1.034940e-02	4.437500e-04	2	true
136           	smoothSolver	1.865310e-04	1.644790e-05	2	1.783410e-03	8.271060e-05	4	false	GAMG	1.019490e-02	4.255600e-04	2	true
137           	smoothSolver	1.390230e-04	1.388720e-05	2	1.962060e-03	1.031010e-04	4	false	GAMG	1.042820e-02	4.315710e-04	2	true
138           	smoothSolver	1.694230e-04	1.270800e-05	2	1.828250e-03	9.106130e-05	4	false	GAMG	1.024520e-02	4.194270e-04	2	true
139           	smoothSolver	1.367780e-04	1.095820e-05	2	1.843820e-03	8.843380e-05	4	false	GAMG	1.051810e-02	4.328180e-04	2	true
140           	smoothSolver	1.907760e-04	1.458670e-05	2	1.886110e-03	1.008680e-04	4	false	GAMG	1.025840e-02	4.528270e-04	2	true
141           	smoothSolver	1.618110e-04	1.383130e-05	2	1.845920e-03	8.869310e-05	4	false	GAMG	1.054830e-02	4.650090e-04	2	true
142           	smoothSolver	2.143540e-04	1.792360e-05	2	1.912630e-03	1.022880e-04	4	false	GAMG	1.019280e-02	4.798700e-04	2	true
143           	smoothSolver	1.717270e-04	1.654630e-05	2	1.851030e-03	8.943510e-05	4	false	GAMG	1.048230e-02	4.758160e-04	2	true
144           	smoothSolver	2.456880e-04	2.332880e-05	2	1.932230e-03	1.026440e-04	4	false	GAMG	1.030100e-02	5.385460e-04	2	true
145           	smoothSolver	1.902620e-04	7.992980e-06	4	1.942820e-03	1.008790e-04	4	false	GAMG	1.065740e-02	4.824600e-04	2	true
146           	smoothSolver	2.614620e-04	2.586120e-05	2	1.841730e-03	8.851380e-05	4	false	GAMG	9.951590e-03	5.279860e-04	2	true
147           	smoothSolver	2.031430e-04	8.560540e-06	4	2.012270e-03	1.088190e-04	4	false	GAMG	1.063710e-02	5.310270e-04	2	true
148           	smoothSolver	2.688180e-04	2.665510e-05	2	1.858160e-03	9.128050e-05	4	false	GAMG	9.958570e-03	5.071340e-04	2	true
149           	smoothSolver	2.043300e-04	8.468720e-06	4	2.074090e-03	1.129710e-04	4	false	GAMG	1.059160e-02	5.448890e-04	2	true
150           	smoothSolver	2.639000e-04	1.067910e-05	4	1.896920e-03	9.702330e-05	4	false	GAMG	9.978630e-03	4.487810e-04	2	true
151           	smoothSolver	2.007920e-04	8.156600e-06	4	1.916980e-03	9.305380e-05	4	false	GAMG	1.050200e-02	5.280190e-04	2	true
152           	smoothSolver	2.538730e-04	2.522310e-05	2	2.043290e-03	1.107180e-04	4	false	GAMG	9.975660e-03	4.756810e-04	2	true
153           	smoothSolver	1.843130e-04	7.216650e-06	4	1.939790e-03	9.890170e-05	4	false	GAMG	1.049210e-02	4.777930e-04	2	true
154           	smoothSolver	2.323900e-04	2.283890e-05	2	1.870780e-03	8.966310e-05	4	false	GAMG	9.965550e-03	4.621650e-04	2	true
155           	smoothSolver	1.657130e-04	1.642160e-05	2	1.864850e-03	9.446760e-05	4	false	GAMG	1.046960e-02	4.763070e-04	2	true
156           	smoothSolver	1.798570e-04	1.595160e-05	2	1.946520e-03	9.597980e-05	4	false	GAMG	9.955160e-03	4.081820e-04	2	true
157           	smoothSolver	1.292980e-04	1.200250e-05	2	1.769030e-03	8.002290e-05	4	false	GAMG	1.044790e-02	4.274370e-04	2	true
158           	smoothSolver	1.666790e-04	1.184610e-05	2	1.926720e-03	9.873180e-05	4	false	GAMG	1.031760e-02	4.293550e-04	2	true
159           	smoothSolver	1.343960e-04	1.093830e-05	2	1.777780e-03	8.275200e-05	4	false	GAMG	1.050420e-02	4.340390e-04	2	true
160           	smoothSolver	1.855100e-04	1.302400e-05	2	1.928830e-03	9.824250e-05	4	false	GAMG	1.033930e-02	4.831230e-04	2	true
161           	smoothSolver	1.633040e-04	1.402450e-05	2	1.888520e-03	9.599750e-05	4	false	GAMG	1.052370e-02	4.603050e-04	2	true
162           	smoothSolver	2.068920e-04	1.691320e-05	2	1.982700e-03	1.037500e-04	4	false	GAMG	1.029390e-02	5.210570e-04	2	true
163           	smoothSolver	1.753110e-04	1.703460e-05	2	1.956160e-03	1.011490e-04	4	false	GAMG	1.046140e-02	4.762410e-04	2	true
164           	smoothSolver	2.067840e-04	1.868310e-05	2	1.943860e-03	9.911880e-05	4	false	GAMG	1.015450e-02	5.071080e-04	2	true
165           	smoothSolver	1.717620e-04	7.387560e-06	4	1.958040e-03	9.766760e-05	4	false	GAMG	1.040490e-02	4.449490e-04	2	true
166           	smoothSolver	2.013690e-04	1.839220e-05	2	1.823890e-03	8.476810e-05	4	false	GAMG	1.006520e-02	4.771770e-04	2	true
167           	smoothSolver	1.594310e-04	1.574100e-05	2	2.038840e-03	1.038170e-04	4	false	GAMG	1.039750e-02	4.564700e-04	2	true
168           	smoothSolver	1.805280e-04	1.575920e-05	2	1.843010e-03	8.883740e-05	4	false	GAMG	1.009020e-02	4.306620e-04	2	true
169           	smoothSolver	1.318190e-04	1.257670e-05	2	1.883080e-03	8.659270e-05	4	false	GAMG	1.045100e-02	4.307810e-04	2	true
170           	smoothSolver	1.588520e-04	1.265050e-05	2	1.802370e-03	8.972940e-05	4	false	GAMG	1.014760e-02	4.067090e-04	2	true
171           	smoothSolver	1.156400e-04	9.417400e-06	2	1.844650e-03	8.539280e-05	4	false	GAMG	1.051600e-02	4.244590e-04	2	true
172           	smoothSolver	1.597330e-04	1.138540e-05	2	1.805880e-03	9.001250e-05	4	false	GAMG	1.016530e-02	4.150570e-04	2	true
173           	smoothSolver	1.263000e-04	9.952710e-06	2	1.840920e-03	8.722880e-05	4	false	GAMG	1.053860e-02	4.497580e-04	2	true
